,Allotted Quota,Allotted Institute,Course,Alloted Category,R1,R2,Mop Up,Stray Vacancy,SP Stray Vacancy
308,All India,"SWAMI RAMANAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI,SWAMI RAMANAND TEERTH RURAL GOVERNMENT MEDICAL COLLEGE AMBAJOGAI,Maharashtra,431517",M.D. (PATHOLOGY),SC,-,-,-,-,87046
309,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (PATHOLOGY),SC,-,-,-,-,87074
310,All India,"GOVT. MEDICAL COLLEGE,AMRITSAR,GOVT. MEDICAL COLLEGE,CIRCULAR ROAD,AMRITSAR,Punjab,143001",M.D. (PATHOLOGY),OBC,-,-,-,-,87091
311,All India,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE,Bihar,823001",M.D. (PATHOLOGY),Open,-,-,-,-,90030
312,All India,"Government Medical College Srinagar,Administrative Department Government Medical College Karan Nagar Srinagar,Jammu And Kashmir,190010",M.D. (PATHOLOGY),Open,-,-,-,-,90611
313,All India,"JHALAWAR MEDICAL COLLEGE,JHALAWAR MEDICAL COLLEGE,JHALAWAR,Rajasthan,326001",M.D. (PATHOLOGY),OBC,-,-,-,-,90695
314,All India,"College of Medicine & Sagore Dutta Hospital,College of Medicine & Sagore Dutta Hospital,West Bengal,700058",M.D. (PATHOLOGY),SC,-,-,-,-,93554
315,All India,"Government Medical College,Surat,Government Medical College,Majuragate,Surat.,Gujarat,395001",M.D. (PATHOLOGY),OBC,-,-,-,-,95747
316,All India,"DR. SHANKARRAO CHAVAN GOVERNMENT MEDICAL COLLEGE,NANDED,DR. SHANKARRAO CHAVAN GOVERNMENT MEDICAL COLLEGE,VISHNUPURI,NANDED,Maharashtra,431606",M.D. (PATHOLOGY),ST,-,-,-,-,98395
317,All India,"Government Medical College,Mahabubnagar,Government Medical College,Yedira,Mahabubnagar,Telangana state,Telangana,509002",M.D. (PATHOLOGY),SC,-,-,-,-,100763
318,All India,"RAJIV GANDHI MEDICAL COLLEGE KALWA THANE,RAJIV GANDHI MEDICAL COLLEGE,THANE BELAPUR ROAD,KALWA,THANE,Maharashtra,400605",M.D. (PATHOLOGY),SC,-,-,-,-,102874
319,All India,"BPS Govt. Medical College for Women,Khanpur Kalan Sonepat,BPS Govt. Medical College for Women,Khanpur Kalan Sonepat,Haryana,131305",M.D. (PATHOLOGY),EWS,-,-,-,-,103459
320,All India,"Assam Medical College,Assam Medical College,Assam,786002",M.D. (PATHOLOGY),OBC,-,-,-,-,103558
321,All India,"Sher-i-Kashmir Institute of Medical Sciences,Srinagar,J&K,SKIMS,SOURA,SRINAGAR-190011,Jammu And Kashmir,190011",M.D. (PATHOLOGY),OBC,-,-,-,-,104315
322,All India,"IPGME&R and SSKM Hospital Kolkata,IPGME&R and SSKM Hospital Kolkata,West Bengal,700020",M.D. (PATHOLOGY),OBC,-,-,-,-,109192
323,All India,"Govt. Medical College,Jammu,Govt. Medical College,Bakshi Nagar,Jamu,Jammu And Kashmir,180001",M.D. (PATHOLOGY),OBC,-,-,-,-,110283
324,All India,"IPGME&R and SSKM Hospital Kolkata,IPGME&R and SSKM Hospital Kolkata,West Bengal,700020",M.D. (PATHOLOGY),ST,-,-,-,-,112973
325,All India,"Government Medical College Srinagar,Administrative Department Government Medical College Karan Nagar Srinagar,Jammu And Kashmir,190010",M.D. (PATHOLOGY),OBC,-,-,-,-,113429
326,All India,"Karnataka Institute of Medical Sciences,Hubballi,Karnataka Institute of Medical Sciences,Hubballi,Karnataka,580021",M.D. (PATHOLOGY),SC,-,-,-,-,114392
327,All India,"Government Medical College Kota,Government Medical College Kota,Rajasthan,324005",M.D. (PATHOLOGY),SC,-,-,-,-,117141
328,All India,"Karwar Institute of Medical Sciences,Karnataka,MG Road,Karnataka,581301",M.D. (PATHOLOGY),OBC,-,-,-,-,117457
329,All India,"North Bengal Medical College,North Bengal Medical College,West Bengal,734012",M.D. (PATHOLOGY),SC,-,-,-,-,117772
330,All India,"Fakhruddin Ali Ahmed Medical College,Fakhruddin Ali Ahmed Medical College,Assam,781301",M.D. (PATHOLOGY),SC,-,-,-,-,119498
331,All India,"Jorhat Medical College & Hospital,Jorhat Medical College & Hospital,Assam,785001",M.D. (PATHOLOGY),SC,-,-,-,-,120380
332,All India,"Bankura Sammilani Medical College,Bankura Sammilani Medical College,West Bengal,722102",M.D. (PATHOLOGY),OBC,-,-,-,-,121589
333,All India,"Jorhat Medical College & Hospital,Jorhat Medical College & Hospital,Assam,785001",M.D. (PATHOLOGY),ST,-,-,-,-,125442
334,All India,"Burdwan Medical College,West Bengal,Burdwan Medical College,West Bengal,West Bengal,713104",M.D. (PATHOLOGY),OBC,-,-,-,-,125604
335,All India,"North Bengal Medical College,North Bengal Medical College,West Bengal,734012",M.D. (PATHOLOGY),OBC,-,-,-,-,127663
336,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (PATHOLOGY),ST,-,-,-,-,128697
337,All India,"Agartala Government Medical College,Agartala Government Medical College,Tripura,799006",M.D. (PATHOLOGY),OBC,-,-,-,-,130701
338,All India,"ESIC Medical College,Hyderbad,Sanathnagar,Hyderabad,Telangana,500038",M.D. (PATHOLOGY),ST,-,-,-,-,131053
339,All India,"Burdwan Medical College,West Bengal,Burdwan Medical College,West Bengal,West Bengal,713104",M.D. (PATHOLOGY),SC,-,-,-,-,132569
340,All India,"THANJAVUR MEDICAL COLLEGE,THANJAVUR,THANJAVUR MEDICAL COLLEGE,THANJAVUR,Tamil Nadu,613004",M.D. (PATHOLOGY),ST,-,-,-,-,134044
341,All India,"ESIC Medical College & Hospital,Faridabad,NH-3,NIT,FARIDABAD,Haryana,121001",M.D. (PATHOLOGY),ST,-,-,-,-,136530
342,All India,"Murshidabad Medical College and Hospital,Station Road,Berhampore,Murshidabad,West Bengal,742101",M.D. (PATHOLOGY),SC,-,-,-,-,149907
343,All India,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute,Karnataka,560002",M.D. (PHARMACOLOGY),OBC,-,-,-,-,25794
344,All India,"University College of Medical Sciences,University College of Medical Sciences,Delhi (NCT),110095",M.D. (PHARMACOLOGY),Open,-,-,-,-,90897
345,All India,"Government Medical College Srinagar,Administrative Department Government Medical College Karan Nagar Srinagar,Jammu And Kashmir,190010",M.D. (PHARMACOLOGY),Open,-,-,-,-,99929
346,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PHARMACOLOGY),Open,-,-,-,-,103417
347,All India,"MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,Karnataka,570001",M.D. (PHARMACOLOGY),Open,-,-,-,-,106093
348,All India,"CHENGALPATTU MEDICAL COLLEGE,CHENGALPATTU,CHENGALPATTU MEDICAL COLLEGE,CHENGALPATTU,Tamil Nadu,603001",M.D. (PHARMACOLOGY),Open,-,-,-,-,107910
349,All India,"INSTITUTE OF MEDICAL SCIENCES,BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES,BANARAS HINDU UNIVERSITY,Uttar Pradesh,221005",M.D. (PHARMACOLOGY),Open,-,-,-,-,111202
350,All India,"R G KAR MEDICAL COLLEGE,West Bengal,R G KAR MEDICAL COLLEGE,1 KHUDIRAM BOSE SARANI,KOLKATA,West Bengal,West Bengal,700004",M.D. (PHARMACOLOGY),Open,-,-,-,-,111448
351,All India,"Rangaraya Medical College,Rangaraya Medical College Beside SP Office,Pithapuram Road,Kakinada,Andhra Pradesh,533003",M.D. (PHARMACOLOGY),Open,-,-,-,-,112242
352,All India,"Tirunelveli Medical College,TIRUNELVELI MEDICAL COLLEGE,HIGHGROUND,TIRUNELVELI-11,Tamil Nadu,627011",M.D. (PHARMACOLOGY),SC,-,-,-,-,112773
353,All India,"Lala Lajpat Rai Memorial Medical College,MEERUT,Lala Lajpat Rai Memorial Medical College,MEERUT,Uttar Pradesh,250004",M.D. (PHARMACOLOGY),SC,-,-,-,-,119689
354,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (PHARMACOLOGY),Open,-,-,-,-,121264
355,All India,"GANDHI MEDICAL COLLEGE,GANDHI MEDICAL COLLEGE,Telangana,500003",M.D. (PHARMACOLOGY),Open,-,-,-,-,123370
356,All India,"Dr. Rajendra Prasad Government Medical College,Tanda,Dr. Rajendra Prasad Government Medical College,Tanda,Himachal Pradesh,176002",M.D. (PHARMACOLOGY),Open,-,-,-,-,123468
357,All India,"Mahatma Gandhi Memorial Medical College,Jamshedpur,Mahatma Gandhi Memorial Medical College,Jamshedpur,Jharkhand,831020",M.D. (PHARMACOLOGY),Open,-,-,-,-,124170
358,All India,"Dr Ram Manohar Lohia Institute of Medical Sciences,Lucknow,Dr Ram Manohar Lohia Institute of Medical Sciences,Lucknow,Uttar Pradesh,226010",M.D. (PHARMACOLOGY),Open,-,-,-,-,124374
359,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE,ALIGARH MUSLIM UNIVERSITY STATE UTTAR,JAWAHARLAL NEHRU MEDICAL COLLEGE,ALIGARH MUSLIM UNIVERSITY STATE UTTAR,Uttar Pradesh,202002",M.D. (PHARMACOLOGY),Open,-,-,-,-,124564
360,All India,"Sawai Man Singh Medical College,JAIPUR,Sawai Man Singh Medical College,JAIPUR,Rajasthan,302004",M.D. (PHARMACOLOGY),Open,-,-,-,-,125470
361,All India,"Burdwan Medical College,West Bengal,Burdwan Medical College,West Bengal,West Bengal,713104",M.D. (PHARMACOLOGY),Open,-,-,-,-,132866
362,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PHARMACOLOGY),Open,-,-,-,-,133424
363,All India,"Kalpana Chawla Govt Medical College,Karnal,Haryana,Kalpana Chawla Government Medical College Model Town Karnal 132001 Haryana,Haryana,132001",M.D. (PHARMACOLOGY),Open,-,-,-,-,135181
364,All India,"Dr Ram Manohar Lohia Institute of Medical Sciences,Lucknow,Dr Ram Manohar Lohia Institute of Medical Sciences,Lucknow,Uttar Pradesh,226010",M.D. (PHARMACOLOGY),OBC,-,-,-,-,137872
365,All India,"Government Medical College,Siddipet,SURVEY NO 54 GOVERNMENT MEDICAL COLLEGE ENSANPALLY SIDDIPET  502114,Telangana,502114",M.D. (PHARMACOLOGY),OBC,-,-,-,-,142404
366,All India,"B. J. MEDICAL COLLEGE,Ahmedabad,B.J. Medical College,New Civil HospitalAsarwa,Ahmedabad-380016,Gujarat,India,Gujarat,380016",M.D. (PHARMACOLOGY),OBC,-,-,-,-,148092
367,All India,"MEDICAL COLLEGE,KOLKATA,MEDICAL COLLEGE,KOLKATA,West Bengal,700073",M.D. (PHARMACOLOGY),OBC,-,-,-,-,149271
368,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (PHYSICAL MED. and REHABILITATION),Open,-,-,-,-,32865
369,All India,"Government Medical College,Cuddalore District,Govt. Medical College and Hospital,Cuddalore District Erstwhile Rajah Muthiah Medical College Annam,Tamil Nadu,608002",M.D. (PHYSICAL MED. and REHABILITATION),SC,-,-,-,-,58704
370,All India,"Sardar Patel Medical College,Bikaner,Sardar Patel Medical College,Bikaner,Rajasthan,334003",M.D. (PHYSIOLOGY),Open,-,-,-,-,29375
371,All India,"KURNOOL MEDICAL COLLEGE,KURNOOL MEDICAL COLLEGE,Andhra Pradesh,518002",M.D. (PHYSIOLOGY),Open,-,-,-,-,63135
372,All India,"Dr.V.M.Govt.Medical College,Solapur,Maharasthtra,In front of district court civil chowk Dr.V.M.Govt.Medical College,Solapur,Maharasthtra,Maharashtra,413003",M.D. (PHYSIOLOGY),Open,-,-,-,-,109823
373,All India,"Shaheed Hasan Khan Mewati Government Medical College,Shaheed Hasan Khan Mewati Government Medical College,Haryana,122107",M.D. (PHYSIOLOGY),Open,-,-,-,-,117379
374,All India,"Vardhman Mahavir Medical College,New Delhi,Vardhman Mahavir Medical College,New Delhi,Delhi (NCT),110029",M.D. (PHYSIOLOGY),Open,-,-,-,-,117714
375,All India,"Government Medical College Srinagar,Administrative Department Government Medical College Karan Nagar Srinagar,Jammu And Kashmir,190010",M.D. (PHYSIOLOGY),Open,-,-,-,-,118778
376,All India,"Rajendra Institute of Medical Sciences,Ranchi,Rajendra Institute of Medical Sciences,Ranchi,Jharkhand,834009",M.D. (PHYSIOLOGY),Open,-,-,-,-,123239
377,All India,"Government Medical College,Aurangabad,Government Medical College,Aurangabad,Maharashtra,431001",M.D. (PHYSIOLOGY),Open,-,-,-,-,123801
378,All India,"Maulana Azad Medical College,Maulana Azad Medical College,Delhi (NCT),110002",M.D. (PHYSIOLOGY),Open,-,-,-,-,130700
379,All India,"Grant Medical College,Maharashtra,Grant Medical College,Maharashtra,Maharashtra,400008",M.D. (PHYSIOLOGY),Open,-,-,-,-,134102
380,All India,"Andhra Medical College,Andhra Medical College,Andhra Pradesh,530002",M.D. (PHYSIOLOGY),Open,-,-,-,-,134828
381,All India,"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital,Maharashtra,HBT Medical College and Dr R N Cooper Municipal General Hospital Mumbai,Maharashtra,400056",M.D. (PHYSIOLOGY),Open,-,-,-,-,136205
382,All India,"GANDHI MEDICAL COLLEGE,GANDHI MEDICAL COLLEGE,Telangana,500003",M.D. (PHYSIOLOGY),OBC,-,-,-,-,137126
383,All India,"Andhra Medical College,Andhra Medical College,Andhra Pradesh,530002",M.D. (PHYSIOLOGY),OBC,-,-,-,-,147089
384,All India,"Maulana Azad Medical College,Maulana Azad Medical College,Delhi (NCT),110002",M.D. (PHYSIOLOGY),OBC,-,-,-,-,152355
385,All India,"MADRAS MEDICAL COLLEGE,EVR PERIYAR SALAI,CHENNAI-03,Tamil Nadu,600003",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,31126
386,All India,"Government Medical College,Cuddalore District,Govt. Medical College and Hospital,Cuddalore District Erstwhile Rajah Muthiah Medical College Annam,Tamil Nadu,608002",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,38440
387,All India,"Lady Hardinge Medical College,Lady Hardinge Medical College,Delhi (NCT),110001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,42239
388,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences,Rohtak,Haryana,124001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,42784
389,All India,"University College of Medical Sciences,University College of Medical Sciences,Delhi (NCT),110095",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,-,-,-,72231
390,All India,"Sher-i-Kashmir Institute of Medical Sciences,Srinagar,J&K,SKIMS,SOURA,SRINAGAR-190011,Jammu And Kashmir,190011",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,73905
391,All India,"Sawai Man Singh Medical College,JAIPUR,Sawai Man Singh Medical College,JAIPUR,Rajasthan,302004",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,75369
392,All India,"Moti Lal Nehru Medical College,Moti Lal Nehru Medical College,Uttar Pradesh,211001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,77442
393,All India,"MADURAI MEDICAL COLLEGE,MADURAI MEDICAL COLLEGE,Tamil Nadu,625020",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,-,-,-,-,82004
394,All India,"ESIC Medical College,Hyderbad,Sanathnagar,Hyderabad,Telangana,500038",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,-,-,-,83019
395,All India,"CALCUTTA NATIONAL MEDICAL COLLEGE,CALCUTTA NATIONAL MEDICAL COLLEGE32,Gorachand Road,Kolkata 700014,West Bengal,700014",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,84621
396,All India,"Agartala Government Medical College,Agartala Government Medical College,Tripura,799006",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,-,-,-,85445
397,All India,"KURNOOL MEDICAL COLLEGE,KURNOOL MEDICAL COLLEGE,Andhra Pradesh,518002",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,85928
398,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE,ALIGARH MUSLIM UNIVERSITY STATE UTTAR,JAWAHARLAL NEHRU MEDICAL COLLEGE,ALIGARH MUSLIM UNIVERSITY STATE UTTAR,Uttar Pradesh,202002",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,86982
399,All India,"Govt. Medical College,Baroda,Govt. Medical College,Baroda,Gujarat,390001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,93691
400,All India,"Indira Gandhi Medical College Shimla,Indira Gandhi Medical College Shimla,Himachal Pradesh,171001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,-,-,-,-,94503
401,All India,"Mahatma Gandhi Institute of Medical Sciences,Wardha,Mahatma Gandhi Institute of Medical Sciences,Sevagram,Wardha,Maharashtra,442102",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,94949
402,All India,"KING GEORGES MEDICAL UNIVERSITY,KING GEORGES MEDICAL UNIVERSITY,Shahmeena Road,Chowk,Lucknow-226003,Uttar Pradesh,226003",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,-,-,-,96441
403,All India,"Osmania Medical Collge,Osmania Medical Collge,Telangana,500095",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,-,-,-,98017
404,All India,"Government Medical College,Mahabubnagar,Government Medical College,Yedira,Mahabubnagar,Telangana state,Telangana,509002",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,99712
405,All India,"DARBHANGA MEDICAL COLLEGE,Sheetal Prasad Marg,Laheriasarai,Darbhanga,Bihar,Bihar,846003",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,100364
406,All India,"BELAGAVI INSTITUTE OF MEDICAL SCIENCES,BELAGAVI,BELAGAVI INSTITUTE OF MEDICAL SCIENCES,BELAGAVI,Karnataka,590001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,103511
407,All India,"JAWAHAR LAL NEHRU MEDICAL COLLEGE,AJMER,NEAR PATEL STADIUM,AJMER,Rajasthan,305001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,103945
408,All India,"All India Institute of Hygiene and Public Health,110,C. R Avenue,Kolkata,West Bengal,700073",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,-,-,-,105580
409,All India,"Govt. Bundelkhand Medical College Sagar M.P.,Govt. Bundelkhand Medical College Sagar M.P.,Madhya Pradesh,470001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,106061
410,All India,"M. P. SHAH GOVERNMENT MEDICAL COLLEGE,M. P. SHAH GOVERNMENT MEDICAL COLLEGE,Gujarat,361008",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,-,-,-,106310
411,All India,"Bangalore Medical College and Research Institute,Bangalore Medical College and Research Institute,Karnataka,560002",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,-,-,-,-,107320
412,All India,"Uttar Pradesh University of Medical Sciences,Saifai,Etawah,Uttar Pradesh University of Medical Sciences,Saifai,Etawah,Uttar Pradesh,206130",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,109263
413,All India,"Karwar Institute of Medical Sciences,Karnataka,MG Road,Karnataka,581301",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,-,-,-,111997
414,All India,"PATNA MEDICAL COLLEGE,PATNA,PATNA MEDICAL COLLEGE,PATNA,Bihar,800004",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,112906
415,All India,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES,Chhattisgarh,495001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,113356
416,All India,"INSTITUTE OF MEDICAL SCIENCES,BANARAS HINDU UNIVERSITY,INSTITUTE OF MEDICAL SCIENCES,BANARAS HINDU UNIVERSITY,Uttar Pradesh,221005",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,-,-,-,114505
417,All India,"BPS Govt. Medical College for Women,Khanpur Kalan Sonepat,BPS Govt. Medical College for Women,Khanpur Kalan Sonepat,Haryana,131305",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,115282
418,All India,"Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Maharaja Krushna Chandra Gajapati Medical College,Brahmapur,Odisha,760004",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,ST,-,-,-,-,116611
419,All India,"Rajendra Institute of Medical Sciences,Ranchi,Rajendra Institute of Medical Sciences,Ranchi,Jharkhand,834009",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,117377
420,All India,"Government medical college patiala.,Government medical college patiala.,Punjab,147001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,122347
421,All India,"Gandhi Medical College,Bhopal,Gandhi Medical College,Bhopal,Madhya Pradesh,462001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,123757
422,All India,"B.J.Government Medical College,Pune,B.J.Government Medical College,Pune,Maharashtra,411001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,124471
423,All India,"Sarojini Naidu Medical College,AGRA,Sarojini Naidu Medical College,AGRA,Uttar Pradesh,282002",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,124653
424,All India,"DARBHANGA MEDICAL COLLEGE,Sheetal Prasad Marg,Laheriasarai,Darbhanga,Bihar,Bihar,846003",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,-,-,-,125430
425,All India,"GAJRA RAJA MEDICAL COLLEGE GWALIOR,GAJRA RAJA MEDICAL COLLEGEGWALIOR,Madhya Pradesh,474009",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,125660
426,All India,"Dr.V.M.Govt.Medical College,Solapur,Maharasthtra,In front of district court civil chowk Dr.V.M.Govt.Medical College,Solapur,Maharasthtra,Maharashtra,413003",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,126295
427,All India,"GOVERNMENT MEDICAL COLLEGE - KANNUR,GOVERNMENT MEDICAL COLLEGE - KANNUR,Kerala,670503",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,-,-,-,-,126339
428,All India,"VIJANAGARA INSTITUTE OF MEDICAL SCIENCES BALLARI,VIJANAGARA INSTITUTE OF MEDICAL SCIENCES BALLARI,Karnataka,583104",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,-,-,-,-,129005
429,All India,"R G KAR MEDICAL COLLEGE,West Bengal,R G KAR MEDICAL COLLEGE,1 KHUDIRAM BOSE SARANI,KOLKATA,West Bengal,West Bengal,700004",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,OBC,-,-,-,-,129546
430,All India,"Seth Gordhandas Sunderdas Medical College,MUMBAI,Seth Gordhandas Sunderdas Medical College,Acharya Donde Marg Parel MUMBAI,Maharashtra,400012",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,SC,-,-,-,-,130835
431,All India,"Rani Durgavati Medical College,Banda,Rani Durgavati Medical College Naraini Road Banda,Uttar Pradesh,210001",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,132187
432,All India,"TOPIWALA NATIONAL MEDICAL COLLEGE,TOPIWALA NATIONAL MEDICALCOLLEGE,Maharashtra,400008",M.D. (PREVENTIVE and SOCIAL MEDICINE)/ COMMUNITY MEDICINE,Open,-,-,-,-,132636
